step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud
131,CASH_OUT,60281.83,C249591818,0.0,0.0,C550479731,639948.34,700230.18,0
254,TRANSFER,602649.27,C1901177100,117046.59,0.0,C1423993131,28637619.02,29240268.29,0
250,CASH_OUT,600836.72,C1621732277,7341.0,0.0,C22992294,897379.72,1498216.44,0
647,CASH_OUT,1517771.48,C375476201,1517771.48,0.0,C1907987459,161843.29,1679614.77,1
236,CASH_OUT,334021.74,C828117509,0.0,0.0,C1626537029,1376268.19,1710289.93,0
280,CASH_OUT,305407.05,C1232396499,0.0,0.0,C1720018055,1172883.41,1478290.46,0
19,CASH_OUT,27536.49,C1358844992,97759.0,70222.51,C965636134,210143.28,237679.78,0
252,PAYMENT,6243.82,C118372342,0.0,0.0,M863167150,0.0,0.0,0
330,CASH_OUT,9198459.96,C1904629487,9198459.96,0.0,C1741955070,258747.84,15173859.31,1
349,CASH_OUT,578936.28,C1830332778,0.0,0.0,C1153416176,678551.48,1257487.76,0
11,CASH_OUT,255693.78,C1992302037,4860.0,0.0,C1945265288,30148.0,285841.78,0
16,CASH_IN,263797.75,C940963517,1137100.42,1400898.16,C760622971,1654478.27,2103718.99,0
260,PAYMENT,11534.76,C70124744,0.0,0.0,M1115012541,0.0,0.0,0
624,TRANSFER,2626957.79,C723019595,2626957.79,0.0,C296287576,0.0,0.0,1
207,PAYMENT,8509.36,C1115742158,2818.42,0.0,M363464956,0.0,0.0,0
182,CASH_OUT,106998.81,C1536308898,5489.0,0.0,C1170754831,0.0,106998.81,0
9,CASH_OUT,143669.05,C168768360,0.0,0.0,C1421519294,1110906.38,1322881.96,0
181,CASH_IN,270483.77,C1022845456,4388892.72,4659376.5,C718007942,2009488.47,1739004.7,0
394,CASH_OUT,255641.25,C1505795906,17646.0,0.0,C2081527800,0.0,255641.25,0
304,TRANSFER,1001692.85,C1403672406,0.0,0.0,C1149435896,4884087.15,6172771.09,0
514,CASH_OUT,149312.91,C992054024,0.0,0.0,C80662835,330521.24,479834.15,0
15,PAYMENT,14607.09,C629495000,0.0,0.0,M1865278392,0.0,0.0,0
172,CASH_OUT,70072.66,C1634834967,70072.66,0.0,C1403933655,519712.34,589784.99,1
325,CASH_IN,210535.24,C915234536,52.0,210587.24,C1817507175,441049.32,230514.08,0
250,CASH_IN,346282.98,C588964408,14994630.29,15340913.27,C908968909,798700.4,452417.42,0
322,TRANSFER,726344.55,C34744708,0.0,0.0,C714984075,2053805.25,2780149.8,0
277,TRANSFER,85402.78,C235974169,0.0,0.0,C794162437,3081978.9,3167381.68,0
253,PAYMENT,769.63,C1744045050,0.0,0.0,M147109780,0.0,0.0,0
263,CASH_OUT,130843.68,C6332539,105572.0,0.0,C2079733398,184851.4,315695.07,0
226,PAYMENT,22022.78,C1252799105,0.0,0.0,M284819667,0.0,0.0,0
286,PAYMENT,13194.82,C924926606,34527.95,21333.13,M1509580978,0.0,0.0,0
48,CASH_OUT,63706.86,C960980073,0.0,0.0,C1286014814,1600694.96,1664401.82,0
34,PAYMENT,11259.34,C371491812,202894.0,191634.66,M445831760,0.0,0.0,0
228,CASH_IN,111081.05,C1766993065,40630.0,151711.05,C1769851791,36607.06,0.0,0
225,CASH_IN,269532.36,C1386313073,1301820.4,1571352.76,C1126680983,517950.71,248418.35,0
159,TRANSFER,135508.33,C477878820,47764.0,0.0,C2065549338,401378.7,536887.03,0
322,CASH_OUT,11460.86,C365984749,0.0,0.0,C762740474,68380.32,0.0,0
11,PAYMENT,772.27,C251927860,0.0,0.0,M1860439823,0.0,0.0,0
252,CASH_OUT,28227.93,C2119360352,0.0,0.0,C1015376145,241186.02,269413.96,0
206,CASH_OUT,16128.65,C1444222215,155130.0,139001.35,C276595018,6383027.8,6399156.45,0
34,CASH_OUT,295821.83,C1358861741,5005.0,0.0,C1177826133,0.0,89748.26,0
403,PAYMENT,8815.34,C953962771,52880.0,44064.66,M1658517936,0.0,0.0,0
232,CASH_IN,78.1,C1731899,62092.0,62170.1,C49904924,159071.18,158993.08,0
282,CASH_IN,177391.65,C200506651,30481.0,207872.65,C530281316,2222757.28,2045365.63,0
155,CASH_OUT,304734.93,C1314458567,382257.42,77522.49,C966995914,6112260.42,6416995.35,0
154,PAYMENT,5125.55,C1753307590,84795.09,79669.55,M1347574345,0.0,0.0,0
328,TRANSFER,263576.12,C1804160114,22517.52,0.0,C1831626412,1272003.96,1535580.08,0
538,CASH_OUT,122921.85,C1042479499,19228.0,0.0,C1597553093,320867.22,443789.07,0
347,CASH_IN,707119.23,C30670572,539.0,707658.23,C463303463,752198.78,45079.55,0
326,CASH_IN,86565.13,C467255229,808342.42,894907.55,C693700654,258183.87,171618.75,0
326,CASH_OUT,121018.41,C1235710854,21200.0,0.0,C997509842,0.0,121018.41,0
399,PAYMENT,12633.85,C714192698,9195.0,0.0,M1545332127,0.0,0.0,0
41,CASH_OUT,197640.33,C892004186,15676.0,0.0,C1090765716,0.0,197640.33,0
356,CASH_IN,482872.84,C997633026,1002941.3,1485814.14,C2127855329,2105199.54,1622326.7,0
281,PAYMENT,16071.2,C545536264,216228.0,200156.8,M1908358068,0.0,0.0,0
348,TRANSFER,356756.17,C118024821,0.0,0.0,C1366106760,493350.69,850106.86,0
394,PAYMENT,15467.77,C1276671019,29857.0,14389.23,M1746460450,0.0,0.0,0
140,CASH_IN,166284.12,C421733558,409480.01,575764.12,C257761496,15190686.3,15024402.18,0
212,PAYMENT,10634.08,C772126936,236727.0,226092.92,M545081371,0.0,0.0,0
330,CASH_OUT,213989.74,C1948127392,0.0,0.0,C1643804794,326132.75,540122.49,0
328,CASH_OUT,397020.14,C236920673,0.0,0.0,C783456157,4572061.97,4969082.11,0
309,CASH_IN,101556.42,C1729400591,9900032.25,10001588.67,C70679438,1638393.78,1536837.36,0
132,CASH_OUT,368527.42,C1271708288,0.0,0.0,C2125574339,2404244.92,2772772.34,0
376,TRANSFER,466506.41,C337505306,0.0,0.0,C1919648596,869058.23,1335564.64,0
325,CASH_IN,191041.02,C144073538,1419495.18,1610536.2,C1333123493,219510.37,28469.35,0
34,CASH_OUT,2108.45,C681385384,0.0,0.0,C1139198878,6309751.5,6307553.49,0
404,PAYMENT,20918.04,C199111409,743.0,0.0,M1862698210,0.0,0.0,0
429,TRANSFER,266061.1,C1177701147,0.0,0.0,C1854251507,3735756.48,4001817.58,0
353,CASH_OUT,254643.73,C2013864847,0.0,0.0,C698682330,6271925.27,6526569.0,0
38,TRANSFER,565619.14,C1179197810,20163.0,0.0,C2026194126,0.0,565619.14,0
256,CASH_OUT,32611.97,C144306328,30196.0,0.0,C863205709,86270.54,118882.51,0
354,PAYMENT,13321.92,C1435212952,0.0,0.0,M1404372047,0.0,0.0,0
404,CASH_IN,135627.87,C1072857082,13071.0,148698.87,C1222426724,0.0,0.0,0
255,PAYMENT,430.6,C1095873604,199527.0,199096.4,M165748230,0.0,0.0,0
36,CASH_OUT,224388.88,C1717425805,0.0,0.0,C197026585,634546.97,858935.85,0
252,CASH_IN,62341.74,C2017955380,1423927.38,1486269.12,C1808332718,711318.87,648977.12,0
399,TRANSFER,81526.78,C1751575045,0.0,0.0,C1419796378,849384.19,930910.96,0
177,CASH_OUT,158000.29,C927253405,158000.29,0.0,C1087985389,2330671.17,2488671.46,1
257,CASH_IN,229606.16,C1018942947,6059109.57,6288715.72,C1627843529,339353.37,109747.21,0
335,TRANSFER,159805.74,C243401360,0.0,0.0,C316394102,202951.32,362757.06,0
207,PAYMENT,21112.88,C1935385304,886.0,0.0,M2092614117,0.0,0.0,0
16,CASH_OUT,124839.9,C1718293167,4764.0,0.0,C14873980,0.0,124839.9,0
43,PAYMENT,6936.55,C814887234,5043.0,0.0,M1203964350,0.0,0.0,0
154,PAYMENT,11861.78,C1427651949,46873.0,35011.22,M2040245431,0.0,0.0,0
236,TRANSFER,228184.39,C1800094758,0.0,0.0,C746452317,1048318.66,1276503.05,0
33,PAYMENT,2133.44,C741571600,129503.83,127370.39,M1069925247,0.0,0.0,0
157,CASH_IN,492219.13,C292892750,19185347.6,19677566.73,C2017301083,30450990.94,29958771.81,0
209,TRANSFER,50099.98,C866762236,0.0,0.0,C254470568,112755.77,162855.75,0
280,PAYMENT,5176.29,C233308345,10564.48,5388.19,M524442956,0.0,0.0,0
374,CASH_OUT,343218.99,C1335380441,0.0,0.0,C1569071527,1959208.9,2302427.89,0
299,TRANSFER,1047207.05,C1661375248,166889.54,0.0,C1522803117,2386287.68,3433494.73,0
74,TRANSFER,4582074.51,C1151172465,4582074.51,0.0,C2088124795,0.0,0.0,1
358,CASH_IN,226068.64,C744139371,544531.99,770600.64,C275069097,3363793.89,3137725.24,0
21,CASH_OUT,98454.27,C1381475819,0.0,0.0,C1563276517,254147.82,352602.09,0
22,TRANSFER,247658.52,C2107094828,0.0,0.0,C1679122482,273542.83,521201.36,0
350,CASH_IN,604890.36,C2068918722,2039840.38,2644730.74,C1224420756,1455638.76,850748.39,0
167,CASH_OUT,110153.52,C894023364,0.0,0.0,C299184724,204015.87,314169.39,0
234,PAYMENT,21571.03,C968689963,10890.0,0.0,M1061132694,0.0,0.0,0
15,PAYMENT,13693.35,C2138031948,0.0,0.0,M1716824657,0.0,0.0,0
309,TRANSFER,216839.2,C1395442111,269875.42,53036.21,C1968731124,1633681.16,1850520.36,0
44,CASH_OUT,98054.25,C1967784267,0.0,0.0,C119375317,115245.89,213300.15,0
279,PAYMENT,1339.89,C1436755038,3112.0,1772.11,M144327388,0.0,0.0,0
396,CASH_OUT,121670.72,C892205195,0.0,0.0,C904222743,1901942.26,2023612.97,0
302,CASH_OUT,133181.87,C885049909,0.0,0.0,C1728860163,196386.1,329567.97,0
260,PAYMENT,7062.21,C1255268729,49615.0,42552.79,M1130578101,0.0,0.0,0
231,CASH_OUT,99187.75,C2078596778,0.0,0.0,C523156307,1231366.59,1330554.34,0
298,CASH_OUT,375188.73,C1762404613,0.0,0.0,C1908761059,415056.57,790245.3,0
335,CASH_IN,202843.45,C970229583,5828733.86,6031577.31,C1938744614,7283408.56,7080565.1,0
183,CASH_OUT,117450.67,C1598273018,49794.0,0.0,C1755464918,1596749.0,1714199.67,0
18,PAYMENT,6806.53,C118580231,0.0,0.0,M1893060720,0.0,0.0,0
359,CASH_OUT,177693.28,C1234129614,0.0,0.0,C888696874,9115034.44,9292727.72,0
273,PAYMENT,4869.89,C261179653,36448.0,31578.11,M754485942,0.0,0.0,0
211,CASH_OUT,125844.63,C712960271,130073.18,4228.56,C323194883,393319.71,519164.34,0
461,CASH_OUT,107732.34,C1647752798,0.0,0.0,C2138129938,6663750.57,6771482.92,0
132,CASH_OUT,337349.64,C248148806,0.0,0.0,C1601088633,1797688.14,2571299.26,0
348,CASH_OUT,80345.54,C1411772120,99027.0,18681.46,C1775939460,209017.37,289362.91,0
107,TRANSFER,204675.48,C399361899,204675.48,0.0,C1430251334,0.0,0.0,1
259,CASH_OUT,57829.11,C1165336583,0.0,0.0,C1769599622,180306.92,238136.03,0
255,CASH_OUT,147015.19,C1597626673,0.0,0.0,C41233820,354235.77,501250.96,0
397,CASH_IN,201949.97,C1135107555,12320451.53,12522401.5,C1857277386,950683.87,748733.9,0
9,CASH_OUT,228389.34,C1206662711,30442.0,0.0,C201923293,0.0,82184.24,0
352,CASH_OUT,163013.63,C738095587,55620.0,0.0,C867256220,0.0,163013.63,0
591,TRANSFER,906270.63,C1366387168,906270.63,0.0,C82363248,0.0,0.0,1
155,PAYMENT,6228.96,C1054618585,0.0,0.0,M275120142,0.0,0.0,0
370,CASH_IN,76511.44,C1680352599,13326468.69,13402980.14,C95685469,3958706.68,3882195.24,0
37,CASH_OUT,160006.53,C2000810270,21442.0,0.0,C362089456,2106.89,162113.41,0
378,CASH_OUT,15248.1,C1998244041,0.0,0.0,C1100272322,1012499.07,1027747.17,0
229,CASH_IN,3493.37,C721810899,1055649.09,1059142.47,C817923444,2292868.16,2289374.79,0
375,CASH_OUT,33137.79,C759151490,255923.0,222785.21,C1607746046,1196073.42,1229211.21,0
336,CASH_OUT,119355.75,C1094372660,26266.65,0.0,C328734292,339738.19,459093.94,0
191,PAYMENT,4549.34,C1840181471,19753.19,15203.84,M1401729663,0.0,0.0,0
137,PAYMENT,18397.76,C497968104,18151.84,0.0,M617966751,0.0,0.0,0
46,PAYMENT,21357.83,C470192097,0.0,0.0,M2114181622,0.0,0.0,0
376,PAYMENT,21940.11,C463295527,617955.93,596015.83,M1554907223,0.0,0.0,0
209,PAYMENT,12703.83,C1957910020,22096.0,9392.17,M1943688681,0.0,0.0,0
278,CASH_IN,279594.15,C140635835,10985232.68,11264826.83,C1060268152,544236.46,264642.3,0
234,TRANSFER,229908.66,C227841485,0.0,0.0,C2080231722,1950057.75,2179966.41,0
401,CASH_OUT,263694.72,C960896451,20128.0,0.0,C659489502,13008.69,276703.41,0
236,TRANSFER,129282.05,C1705664042,0.0,0.0,C447892762,1885933.39,2015215.44,0
17,PAYMENT,8445.31,C931057422,0.0,0.0,M63126367,0.0,0.0,0
369,PAYMENT,9339.65,C1932380342,141691.55,132351.89,M2089594155,0.0,0.0,0
235,CASH_IN,118005.83,C1077747829,5262277.99,5380283.82,C1228588420,169989.48,51983.64,0
328,TRANSFER,342120.59,C1280846631,342120.59,0.0,C1962241451,0.0,0.0,1
41,CASH_IN,314720.02,C1178288569,503.0,315223.02,C839288013,484436.85,61972.75,0
354,CASH_IN,72105.56,C181679507,253097.0,325202.56,C565704148,19356.08,0.0,0
180,PAYMENT,14671.39,C1325323634,0.0,0.0,M1598034632,0.0,0.0,0
43,PAYMENT,22696.65,C1461788809,0.0,0.0,M1840312411,0.0,0.0,0
323,CASH_IN,35135.42,C1912457893,1856549.25,1891684.67,C1397856062,150293.16,115157.74,0
234,CASH_IN,123428.16,C617617976,36375.0,159803.16,C1198643802,182015.38,58587.22,0
37,PAYMENT,15867.57,C1549804622,0.0,0.0,M12226016,0.0,0.0,0
237,CASH_OUT,21120.62,C1790757448,0.0,0.0,C1407237306,766865.56,787986.18,0
353,TRANSFER,607056.46,C1476990043,0.0,0.0,C1656122393,1107790.69,1714847.15,0
370,CASH_OUT,1846.04,C1040776226,314367.0,312520.96,C1040553875,319719.26,321565.3,0
10,CASH_OUT,538344.66,C175489035,328579.49,0.0,C1694731927,3049415.25,4419578.33,0
355,CASH_OUT,214255.69,C475612743,30313.0,0.0,C1570696726,2935.56,217191.25,0
300,CASH_OUT,183676.56,C1309273011,86348.0,0.0,C1978194972,131875.35,315551.92,0
137,PAYMENT,14892.02,C1886869216,441.0,0.0,M513933065,0.0,0.0,0
236,CASH_OUT,213269.94,C1581910068,0.0,0.0,C23550862,7940124.05,8459790.02,0
137,CASH_OUT,119241.65,C1683987277,0.0,0.0,C264137089,5221587.2,5340828.85,0
33,CASH_OUT,154523.14,C1403997887,20350.0,0.0,C1448201888,18248.95,172772.09,0
404,CASH_OUT,286106.6,C1146324807,0.0,0.0,C659243038,1020722.25,1306828.84,0
133,TRANSFER,16274.51,C532758162,16274.51,0.0,C1844648753,0.0,0.0,1
136,DEBIT,791.24,C1508553968,41681.0,40889.76,C431142352,131103.62,131894.85,0
330,CASH_IN,325541.63,C1817234053,396.0,325937.63,C1412844868,0.0,0.0,0
186,PAYMENT,247.18,C1085425398,0.0,0.0,M485934058,0.0,0.0,0
402,CASH_IN,192839.55,C2138161506,15294453.73,15487293.28,C1020976248,462952.85,270113.3,0
262,TRANSFER,23454.11,C466887659,5496.0,0.0,C1685770988,22075.79,45529.9,0
154,CASH_OUT,260407.3,C425401762,141301.58,0.0,C79459090,408595.43,669002.73,0
373,CASH_OUT,529787.61,C1380223071,12671.0,0.0,C1501764600,0.0,529787.61,0
164,CASH_OUT,288583.23,C1439978464,19805.0,0.0,C820454476,2374463.74,2663046.97,0
155,PAYMENT,19202.86,C730721838,0.0,0.0,M281505006,0.0,0.0,0
395,CASH_IN,192188.86,C1943060972,829221.1,1021409.96,C1711832527,8072088.29,8059835.11,0
204,TRANSFER,81244.31,C1454763398,81244.31,0.0,C940142148,0.0,0.0,1
37,CASH_IN,530013.91,C1069813305,35685.0,565698.91,C1971344738,10553320.11,10023306.19,0
38,PAYMENT,9218.07,C1152621806,0.0,0.0,M1964198721,0.0,0.0,0
310,CASH_IN,12324.08,C432023819,0.0,12324.08,C1825851209,6995652.78,6983328.7,0
201,CASH_OUT,459709.23,C1748061457,12609.0,0.0,C1703868037,214508.3,674217.53,0
661,CASH_OUT,178050.76,C378832139,31778.0,0.0,C167488057,281468.29,459519.05,0
9,CASH_OUT,108738.71,C140340547,0.0,0.0,C2034160388,2674715.71,4006489.94,0
165,TRANSFER,659429.35,C2064413427,0.0,0.0,C483287972,13761669.56,14421098.91,0
228,PAYMENT,47302.76,C35091387,0.0,0.0,M1171807091,0.0,0.0,0
160,PAYMENT,5421.6,C2016274230,299722.93,294301.33,M466471076,0.0,0.0,0
201,CASH_OUT,662276.78,C63997724,662276.78,0.0,C2141524320,537420.76,1199697.54,1
134,CASH_OUT,124920.08,C794538928,31794.0,0.0,C1254660736,0.0,124920.08,0
8,CASH_OUT,285077.17,C1407188988,0.0,0.0,C1273939873,750222.18,1525464.32,0
331,PAYMENT,11445.94,C634424215,104160.0,92714.06,M539182894,0.0,0.0,0
44,CASH_OUT,61889.32,C1400365829,153016.0,91126.68,C1959753038,40193.69,102083.01,0
277,CASH_OUT,235753.93,C1064443924,0.0,0.0,C788274496,1549490.67,1785244.6,0
156,CASH_OUT,269422.38,C322430908,46214.0,0.0,C1951887558,0.0,296317.98,0
304,CASH_OUT,199678.84,C824350668,50727.0,0.0,C1304490565,1186968.68,1386647.52,0
323,CASH_OUT,370211.75,C75474597,152581.0,0.0,C1004432492,0.0,370211.75,0
282,CASH_IN,124966.68,C212453720,72395.0,197361.68,C1725493238,921787.06,796820.37,0
35,CASH_OUT,204821.13,C1694782459,0.0,0.0,C938026316,2610700.24,2815521.37,0
207,CASH_OUT,365028.72,C1644983179,10935.0,0.0,C1208983103,0.0,365028.72,0
372,CASH_OUT,189238.18,C1581922981,0.0,0.0,C1020843714,269915.98,459154.16,0
395,CASH_OUT,147045.66,C1920992679,0.0,0.0,C656437561,671024.57,818070.24,0
209,PAYMENT,7945.41,C1969826988,8796.2,850.8,M54312839,0.0,0.0,0
283,CASH_IN,182631.42,C1110768329,52737.0,235368.42,C780144139,2241625.08,2058993.66,0
56,CASH_OUT,829885.13,C1179900921,829885.13,0.0,C2021579766,13276462.12,14106347.25,1
188,CASH_OUT,145742.47,C349764613,782454.52,636712.05,C1573647669,5373904.06,5519646.53,0
206,TRANSFER,224243.52,C1302876103,11132.0,0.0,C2013979563,22680787.02,22905030.54,0
329,CASH_OUT,133190.8,C748578244,163.0,0.0,C1815325224,155447.68,288638.48,0
326,PAYMENT,63015.88,C1119034477,175278.0,112262.12,M476156597,0.0,0.0,0
404,PAYMENT,6232.23,C1983746342,940.0,0.0,M270554179,0.0,0.0,0
43,CASH_IN,97395.4,C671695532,884.0,98279.4,C1846812189,0.0,0.0,0
212,PAYMENT,8625.36,C901018984,0.0,0.0,M253601696,0.0,0.0,0
254,PAYMENT,27974.58,C1228554104,122244.0,94269.42,M1700593566,0.0,0.0,0
281,PAYMENT,12168.0,C1981796020,0.0,0.0,M1495040770,0.0,0.0,0
309,CASH_OUT,103679.62,C632731548,465988.0,362308.38,C1537095058,8790.25,112469.87,0
162,CASH_OUT,133197.11,C1540848746,0.0,0.0,C1071596004,193002.78,326199.89,0
162,CASH_IN,18517.84,C1619819916,14284988.67,14303506.51,C1482380425,881767.12,863249.28,0
23,PAYMENT,22819.12,C1376849605,154242.0,131422.88,M1473995363,0.0,0.0,0
188,TRANSFER,303940.25,C2120421729,0.0,0.0,C1485607928,504218.92,808159.18,0
167,CASH_IN,186060.59,C1392385366,20045.0,206105.59,C1602743327,0.0,0.0,0
214,CASH_IN,220881.37,C1040730914,9413528.68,9634410.05,C1233472915,787922.72,567041.35,0
376,CASH_OUT,147891.96,C1651960415,58.0,0.0,C618409764,12699.67,160591.63,0
372,CASH_OUT,341536.33,C1786019145,21194.0,0.0,C181524222,260125.46,601661.79,0
283,CASH_OUT,157839.43,C469939267,66234.0,0.0,C657440577,975859.29,1133698.72,0
279,PAYMENT,12668.77,C786865694,31092.0,18423.23,M1104849240,0.0,0.0,0
15,PAYMENT,8745.11,C727298521,12538.0,3792.89,M1598565110,0.0,0.0,0
237,PAYMENT,3018.02,C1430487660,36967.51,33949.49,M1323196027,0.0,0.0,0
335,CASH_OUT,124904.28,C647494589,0.0,0.0,C1863177320,197172.57,322076.86,0
402,CASH_OUT,50318.18,C179994855,42923.35,0.0,C1504373615,584777.72,635095.9,0
394,CASH_OUT,43548.59,C1188986970,0.0,0.0,C992803128,110612.44,154161.03,0
135,PAYMENT,5385.98,C1459595910,0.0,0.0,M1948758072,0.0,0.0,0
19,CASH_IN,110777.86,C626583474,824683.9,935461.76,C1208488367,259251.27,148473.41,0
208,CASH_OUT,316418.62,C954094133,0.0,0.0,C945566613,3445730.69,3762149.31,0
300,PAYMENT,9876.81,C208446799,0.0,0.0,M315439972,0.0,0.0,0
41,CASH_OUT,30354.83,C688722922,59709.0,29354.17,C1273659924,1439197.01,1469551.85,0
43,PAYMENT,11474.66,C19196607,0.0,0.0,M1261283176,0.0,0.0,0
307,CASH_OUT,200075.84,C1936013239,459.0,0.0,C1562069298,122014.11,322089.95,0
187,CASH_IN,453805.14,C91963795,11487.0,465292.14,C1837921214,930266.01,476460.87,0
232,CASH_OUT,182043.22,C1878504688,10044.0,0.0,C2057586620,3527.16,185570.38,0
130,PAYMENT,409.65,C661771054,22346.0,21936.35,M330467418,0.0,0.0,0
741,CASH_OUT,383661.1,C369315575,383661.1,0.0,C2069429837,1788112.7,2171773.8,1
260,PAYMENT,6067.24,C1959416697,251950.0,245882.76,M976462156,0.0,0.0,0
135,PAYMENT,20549.4,C15561011,275.0,0.0,M1881858745,0.0,0.0,0
380,CASH_IN,254502.75,C1903345107,2795380.66,3049883.41,C1339974269,279979.28,25476.53,0
381,TRANSFER,102256.57,C525941534,102256.57,0.0,C521981840,0.0,0.0,1
37,CASH_OUT,283534.49,C1591345601,0.0,0.0,C635247650,3207691.54,3491226.04,0
129,CASH_IN,73876.22,C1652087335,163434.0,237310.22,C1130053720,41682.0,0.0,0
372,CASH_IN,362619.9,C1255665379,15624.0,378243.9,C1298995630,30836.04,0.0,0
299,PAYMENT,18141.49,C1110915296,27871.0,9729.51,M253647795,0.0,0.0,0
372,CASH_OUT,347736.83,C1328033431,0.0,0.0,C1415849634,420225.24,767962.07,0
379,CASH_OUT,190455.46,C896545140,0.0,0.0,C349694831,551416.89,741872.35,0
588,CASH_OUT,102146.81,C1025318435,5616.0,0.0,C1697619340,1841863.19,1944010.01,0
226,CASH_OUT,153769.17,C453384060,20192.0,0.0,C26442032,0.0,153769.17,0
140,CASH_OUT,106947.9,C94704037,0.0,0.0,C428572616,1361348.29,1468296.19,0
333,PAYMENT,1869.93,C2035076381,205023.0,203153.07,M1564741486,0.0,0.0,0
13,CASH_IN,373498.59,C2016249146,6952757.69,7326256.28,C1825634724,6769842.38,6396343.79,0
228,CASH_OUT,286018.63,C978164545,51688.0,0.0,C1086654517,0.0,286018.63,0
157,CASH_OUT,227788.89,C265952047,5008.0,0.0,C750875183,0.0,227788.89,0
350,CASH_OUT,75115.51,C1671948166,0.0,0.0,C2042522709,431665.68,506781.19,0
13,CASH_OUT,152077.06,C548261793,0.0,0.0,C430457365,648687.14,1070646.75,0
307,CASH_OUT,92329.46,C1936796862,51694.0,0.0,C635644223,810331.67,902661.13,0
130,PAYMENT,35110.01,C1201379843,201198.07,166088.06,M2044025920,0.0,0.0,0
301,PAYMENT,14240.96,C365653573,0.0,0.0,M718275035,0.0,0.0,0
161,PAYMENT,1600.83,C208703904,21134.0,19533.17,M1603378994,0.0,0.0,0
181,CASH_IN,337937.43,C60406943,1306441.73,1644379.16,C2047873194,1795993.5,1458056.07,0
298,CASH_OUT,90146.33,C1916769158,0.0,0.0,C226808436,795031.91,885178.25,0
495,CASH_OUT,48171.32,C279010030,0.0,0.0,C1903471563,700158.53,748329.84,0
280,PAYMENT,7260.01,C962233916,1612.59,0.0,M131070257,0.0,0.0,0
139,CASH_OUT,144479.21,C1783311326,11143.0,0.0,C1709201386,15538.86,160018.07,0
162,TRANSFER,2075929.95,C1535581006,0.0,0.0,C495071437,4326779.87,6402709.82,0
283,CASH_IN,43465.62,C1619295392,6941751.95,6985217.57,C1398369151,6796380.74,6752915.13,0
182,CASH_OUT,144301.82,C1334281049,0.0,0.0,C1628137793,456429.94,600731.76,0
334,CASH_OUT,209886.9,C689357089,0.0,0.0,C680719483,1689153.72,1899040.63,0
397,CASH_OUT,8393.39,C2065565550,0.0,0.0,C1038240100,47245.74,55639.13,0
41,PAYMENT,17220.08,C2091075256,85019.75,67799.67,M749707275,0.0,0.0,0
306,CASH_OUT,202460.26,C95618917,51715.0,0.0,C1468707124,85440.32,287900.58,0
401,PAYMENT,2974.7,C1818467274,0.0,0.0,M143242127,0.0,0.0,0
321,CASH_OUT,33189.53,C1238817590,0.0,0.0,C791190477,1692834.84,1726024.37,0
547,CASH_IN,43337.4,C1918729311,2546646.54,2589983.93,C684793275,56897.67,13560.27,0
372,PAYMENT,11635.92,C97703795,231.0,0.0,M307950030,0.0,0.0,0
201,CASH_OUT,564699.59,C983474187,564699.59,0.0,C1474387671,0.0,564699.59,1
330,PAYMENT,26205.16,C335071660,23368.0,0.0,M1583337059,0.0,0.0,0
19,TRANSFER,2265054.11,C1074433743,0.0,0.0,C1611021391,9440420.78,11705474.88,0
129,PAYMENT,1339.1,C1339448995,60416.0,59076.9,M1453886972,0.0,0.0,0
10,CASH_OUT,341843.84,C1295663834,0.0,0.0,C713039134,1101408.42,1373656.47,0
160,CASH_OUT,276801.57,C1272757705,32589.0,0.0,C134203156,274846.57,551648.15,0
140,CASH_OUT,268072.69,C1425043218,31692.0,0.0,C2044219413,231674.93,440339.16,0
420,TRANSFER,982638.9,C1897587818,0.0,0.0,C518419915,1964002.05,2946640.95,0
586,CASH_IN,163930.17,C928000687,5017434.67,5181364.84,C22118303,376355.42,212425.25,0
213,CASH_OUT,20509.74,C1489767243,52046.0,31536.26,C937627747,0.0,20509.74,0
134,CASH_OUT,568938.97,C1624710080,133012.0,0.0,C788026681,4377327.16,4946266.13,0
298,CASH_IN,109062.29,C805373649,12965917.48,13074979.77,C1363165392,308957.81,199895.52,0
406,PAYMENT,18981.44,C345201236,68025.0,49043.56,M597860072,0.0,0.0,0
304,CASH_IN,7224.17,C1402994626,3810549.1,3817773.27,C808024460,70985.7,63761.53,0
404,CASH_OUT,202882.65,C935690641,64701.0,0.0,C2096340699,1156549.28,1359431.93,0
154,PAYMENT,19779.68,C850190584,0.0,0.0,M1663527284,0.0,0.0,0
9,CASH_OUT,179944.91,C199554447,31072.0,0.0,C1987671612,72084.0,1107777.66,0
402,CASH_IN,193626.81,C2012546537,23354.0,216980.81,C363797199,66596.15,0.0,0
278,CASH_OUT,257700.27,C1770759904,0.0,0.0,C1362002336,288823.39,546523.65,0
683,PAYMENT,12810.07,C377220654,172515.55,159705.48,M2057091312,0.0,0.0,0
573,CASH_IN,184124.45,C861810648,650363.8,834488.25,C620913299,250664.71,66540.26,0
375,PAYMENT,2256.84,C1767138772,0.0,0.0,M1297687188,0.0,0.0,0
95,CASH_OUT,37907.84,C1318738631,0.0,0.0,C755465936,567976.79,605884.63,0
369,TRANSFER,1279820.53,C814305685,0.0,0.0,C1182762282,1441985.29,2721805.82,0
213,CASH_OUT,352302.1,C832851544,0.0,0.0,C856433100,1360353.22,1596704.33,0
